id_product;product_name;attribute_name;attribute_value;Reference;wholesale_price;price;quantity;default_on;
"2078";"FarmFresh Red Capsicum";"Numbers";"1 pc";"AA20782267";"20.700000";"25.000000";"47";"1";
"2079";"FarmFresh Yellow Capsicum";"Numbers";"5 pc";"AA20792065";"108.000000";"130.000000";"50";"0";
"2079";"FarmFresh Yellow Capsicum";"Numbers";"2 pc";"AA20792166";"43.200000";"52.000000";"50";"0";
"2079";"FarmFresh Yellow Capsicum";"Numbers";"1 pc";"AA20792268";"21.600000";"26.000000";"49";"1";
"2080";"FarmFresh Sweet Corn Grains";"Quantity";"2 kg";"AA20802066";"0.000000";"220.000000";"50";"0";
"2080";"FarmFresh Sweet Corn Grains";"Quantity";"400 gm";"AA20802167";"0.000000";"44.000000";"50";"0";
"2080";"FarmFresh Sweet Corn Grains";"Quantity";"200 gm";"AA20802269";"0.000000";"22.000000";"48";"1";
"2081";"FarmFresh Mushroom";"Quantity";"2 kg";"AA20812067";"0.000000";"380.000000";"50";"0";
"2081";"FarmFresh Mushroom";"Quantity";"400 gm";"AA20812168";"0.000000";"76.000000";"50";"0";
"2081";"FarmFresh Mushroom";"Quantity";"200 gm";"AA20812270";"0.000000";"38.000000";"48";"1";
"2082";"FarmFresh Avocado";"Quantity";"2 kg";"AA20822068";"550.000000";"600.000000";"50";"0";
"2082";"FarmFresh Avocado";"Quantity";"500 gm";"AA20822169";"145.000000";"150.000000";"50";"0";
"2082";"FarmFresh Avocado";"Quantity";"250 gm";"AA20822271";"70.000000";"75.000000";"50";"1";
"2083";"FarmFresh Cherry Tomato";"Quantity";"2 kg";"AA20832069";"230.400000";"280.000000";"0";"0";
"2083";"FarmFresh Cherry Tomato";"Quantity";"500 gm";"AA20832170";"57.600000";"70.000000";"0";"0";
"2083";"FarmFresh Cherry Tomato";"Quantity";"250 gm";"AA20832272";"28.800000";"35.000000";"0";"1";
"2084";"FarmFresh Iceberg Lettuce";"Numbers";"5 pc";"AA20842070";"144.000000";"250.000000";"50";"0";
"2084";"FarmFresh Iceberg Lettuce";"Numbers";"2 pc";"AA20842171";"57.600000";"100.000000";"50";"0";
"2084";"FarmFresh Iceberg Lettuce";"Numbers";"1 pc";"AA20842273";"28.800000";"50.000000";"49";"1";
"2085";"FarmFresh Green Zucchini";"Quantity";"2 kg";"AA20852071";"230.400000";"440.000000";"50";"0";
"2085";"FarmFresh Green Zucchini";"Quantity";"500 gm";"AA20852172";"57.600000";"110.000000";"50";"0";
"2085";"FarmFresh Green Zucchini";"Quantity";"250 gm";"AA20852274";"34.200000";"55.000000";"50";"1";
"2086";"FarmFresh Chinese Cabbage";"Quantity";"2 kg";"AA20862073";"0.000000";"240.000000";"0";"0";
"2086";"FarmFresh Chinese Cabbage";"Quantity";"500 gm";"AA20862174";"0.000000";"60.000000";"0";"0";
"2086";"FarmFresh Chinese Cabbage";"Quantity";"250 gm";"AA20862276";"0.000000";"30.000000";"0";"1";
"2087";"FarmFresh Red Cabbage";"Quantity";"3 kg";"AA20872074";"162.000000";"312.000000";"50";"0";
"2087";"FarmFresh Red Cabbage";"Quantity";"1 kg";"AA20872175";"54.000000";"104.000000";"50";"0";
"2087";"FarmFresh Red Cabbage";"Quantity";"500 gm";"AA20872277";"27.000000";"52.000000";"50";"1";
"2088";"FarmFresh Asparagus";"Quantity";"2 kg";"AA20882075";"0.000000";"250.000000";"0";"0";
"2088";"FarmFresh Asparagus";"Quantity";"400 gm";"AA20882176";"0.000000";"50.000000";"0";"0";
"2088";"FarmFresh Asparagus";"Quantity";"200 gm";"AA20882278";"0.000000";"25.000000";"0";"1";
"2089";"FarmFresh Cashew Large W240  Kaju";"Quantity";"1 kg";"AA20892076";"648.000000";"760.000000";"50";"0";
"2089";"FarmFresh Cashew Large W240  Kaju";"Quantity";"500 gm";"AA20892177";"324.000000";"380.000000";"49";"0";
"2089";"FarmFresh Cashew Large W240  Kaju";"Quantity";"250 gm";"AA20892279";"162.000000";"190.000000";"49";"1";
"2090";"FarmFresh Cashew Regular W320  Kaju";"Quantity";"1 kg";"AA20902077";"612.000000";"680.000000";"50";"0";
"2090";"FarmFresh Cashew Regular W320  Kaju";"Quantity";"500 gm";"AA20902178";"306.000000";"340.000000";"50";"0";
"2090";"FarmFresh Cashew Regular W320  Kaju";"Quantity";"250 gm";"AA20902280";"153.000000";"170.000000";"49";"1";
"2091";"FarmFresh Almonds Regular - Badam";"Quantity";"1 kg";"AA20912078";"0.000000";"960.000000";"50";"0";
"2091";"FarmFresh Almonds Regular - Badam";"Quantity";"500 gm";"AA20912179";"0.000000";"480.000000";"50";"0";
"2091";"FarmFresh Almonds Regular - Badam";"Quantity";"250 gm";"AA20912281";"0.000000";"240.000000";"49";"1";
"2092";"FarmFresh Almonds Mamra  Badam";"Quantity";"500 gm";"AA20922180";"828.000000";"920.000000";"50";"0";
"2092";"FarmFresh Almonds Mamra  Badam";"Quantity";"250 gm";"AA20922282";"414.000000";"460.000000";"50";"1";
"2093";"FarmFresh Raisins Black  Kala Manuka";"Quantity";"1 kg";"AA20932079";"342.000000";"380.000000";"50";"0";
"2093";"FarmFresh Raisins Black  Kala Manuka";"Quantity";"500 gm";"AA20932181";"171.000000";"190.000000";"50";"0";
"2093";"FarmFresh Raisins Black  Kala Manuka";"Quantity";"250 gm";"AA20932283";"85.500000";"95.000000";"50";"1";
"2094";"FarmFresh Raisins Regular Kishmish";"Quantity";"2 kg";"AA20942080";"0.000000";"680.000000";"50";"0";
"2094";"FarmFresh Raisins Regular Kishmish";"Quantity";"500 gm";"AA20942182";"0.000000";"170.000000";"50";"0";
"2094";"FarmFresh Raisins Regular Kishmish";"Quantity";"250 gm";"AA20942284";"0.000000";"85.000000";"49";"1";
"2095";"FarmFresh Dates Crown  Khajoor";"Quantity";"5 kg";"AA20952081";"450.000000";"500.000000";"50";"0";
"2095";"FarmFresh Dates Crown  Khajoor";"Quantity";"1 kg";"AA20952183";"90.000000";"100.000000";"50";"0";
"2095";"FarmFresh Dates Crown  Khajoor";"Quantity";"500 gm";"AA20952285";"45.000000";"50.000000";"50";"1";
"2096";"FarmFresh Dates Black  Kala Khajoor";"Quantity";"5 kg";"AA20962082";"675.000000";"800.000000";"50";"0";
"2096";"FarmFresh Dates Black  Kala Khajoor";"Quantity";"1 kg";"AA20962184";"135.000000";"160.000000";"50";"0";
"2096";"FarmFresh Dates Black  Kala Khajoor";"Quantity";"500 gm";"AA20962286";"67.500000";"80.000000";"49";"1";
"2097";"FarmFresh Dry Dates  Kharik";"Quantity";"5 kg";"AA20972083";"540.000000";"600.000000";"50";"0";
"2097";"FarmFresh Dry Dates  Kharik";"Quantity";"1 kg";"AA20972185";"108.000000";"120.000000";"50";"0";
"2097";"FarmFresh Dry Dates  Kharik";"Quantity";"500 gm";"AA20972287";"54.000000";"60.000000";"50";"1";
"2098";"FarmFresh Dry Dates  Kala Kharik";"Quantity";"5 kg";"AA20982084";"648.000000";"720.000000";"50";"0";
"2098";"FarmFresh Dry Dates  Kala Kharik";"Quantity";"1 kg";"AA20982186";"129.600000";"144.000000";"50";"0";
"2098";"FarmFresh Dry Dates  Kala Kharik";"Quantity";"500 gm";"AA20982288";"64.800000";"72.000000";"50";"1";
"2099";"FarmFresh Yellow Zucchini";"Quantity";"2 kg";"AA20992072";"0.000000";"448.000000";"50";"0";
"2099";"FarmFresh Yellow Zucchini";"Quantity";"500 gm";"AA20992173";"0.000000";"112.000000";"50";"0";
"2099";"FarmFresh Yellow Zucchini";"Quantity";"250 gm";"AA20992275";"0.000000";"56.000000";"50";"1";
"2100";"FarmFresh Pumpkin - Lal Bhopala";"Quantity";"3 kg";"AA21002085";"108.000000";"120.000000";"50";"0";
"2100";"FarmFresh Pumpkin - Lal Bhopala";"Quantity";"0.5 kg";"AA21002187";"18.000000";"20.000000";"50";"0";
"2100";"FarmFresh Pumpkin - Lal Bhopala";"Quantity";"0.25 kg";"AA21002289";"9.000000";"10.000000";"50";"1";
"2124";"FarmFresh Apple - Fuji";"Quantity";"3 kg";"AA21242086";"890.000000";"900.000000";"0";"0";
"2124";"FarmFresh Apple - Fuji";"Quantity";"1 kg";"AA21242188";"280.000000";"300.000000";"0";"0";
"2124";"FarmFresh Apple - Fuji";"Quantity";"0.5 kg";"AA21242290";"133.200000";"150.000000";"0";"1";
"2125";"FarmFresh Custard Apple - Sitaphal";"Quantity";"3 kg";"AA21252087";"264.600000";"294.000000";"0";"0";
"2125";"FarmFresh Custard Apple - Sitaphal";"Quantity";"1 kg";"AA21252189";"88.200000";"98.000000";"0";"0";
"2125";"FarmFresh Custard Apple - Sitaphal";"Quantity";"0.5 kg";"AA21252291";"44.100000";"49.000000";"0";"1";
"2204";"FarmFresh Raisins Kishmish - Green";"Quantity";"500 gms";"AA22042501";"200.000000";"235.000000";"50";"0";
"2204";"FarmFresh Raisins Kishmish - Green";"Quantity";"250 gms";"AA22042502";"100.000000";"120.000000";"49";"1";
"2253";"FarmFresh Cornflour (Makkai)";"Quantity";"500 gm";"AA22532675";"27.000000";"30.000000";"49";"1";
"2262";"FarmFresh Loose Chawli ";"Quantity";"250 gm";"AA22622685";"25.000000";"35.000000";"49";"1";
